"attrition","age","gender","marital_status","department","job_role","job_level","job_involvement","job_satisfaction","education","education_field","business_travel","standard_hours","over_time","monthly_income"
"Stay",48,"female","married","sales","manager",3,3,3,"Below College","medical","travel_rarely",80,"no",12504
"Stay",37,"male","divorced","research_development","research_scientist",2,4,1,"Bachelor","medical","travel_rarely",80,"yes",5974
"Stay",30,"female","married","sales","sales_executive",2,3,3,"College","technical_degree","non_travel",80,"yes",4736
"Stay",26,"male","married","sales","sales_executive",2,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",5296
"Stay",42,"male","single","research_development","healthcare_representative",2,2,4,"Master","other","travel_rarely",80,"no",6781
"Leave",21,"female","single","sales","sales_representative",1,2,2,"Below College","technical_degree","travel_frequently",80,"yes",2174
"Stay",36,"female","single","sales","sales_executive",2,3,4,"Doctor","medical","non_travel",80,"no",6653
"Stay",36,"male","married","sales","sales_executive",3,2,4,"Master","medical","travel_frequently",80,"no",9699
"Stay",57,"male","married","research_development","healthcare_representative",2,3,3,"Master","medical","travel_rarely",80,"no",6755
"Stay",40,"female","married","research_development","laboratory_technician",1,4,3,"Master","life_sciences","travel_rarely",80,"yes",2213
"Stay",21,"male","single","sales","sales_representative",1,3,4,"College","medical","non_travel",80,"no",2610
"Leave",33,"female","single","sales","sales_representative",1,3,3,"Bachelor","marketing","travel_rarely",80,"yes",2851
"Stay",37,"female","married","research_development","laboratory_technician",1,3,1,"Bachelor","medical","travel_rarely",80,"no",3452
"Stay",46,"female","married","research_development","manufacturing_director",2,3,3,"Master","medical","non_travel",80,"no",5258
"Leave",41,"male","single","sales","sales_executive",2,3,2,"Bachelor","marketing","travel_frequently",80,"no",9355
"Stay",50,"male","single","research_development","healthcare_representative",3,2,4,"Bachelor","technical_degree","travel_rarely",80,"no",10496
"Leave",40,"male","married","sales","sales_executive",2,2,3,"College","marketing","travel_rarely",80,"yes",6380
"Stay",31,"male","single","research_development","research_scientist",1,2,2,"Master","life_sciences","travel_rarely",80,"yes",2657
"Leave",21,"female","single","sales","sales_representative",1,4,2,"Bachelor","life_sciences","travel_rarely",80,"no",2716
"Stay",29,"male","single","research_development","research_scientist",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",2201
"Stay",35,"male","single","research_development","healthcare_representative",2,2,2,"Master","life_sciences","travel_rarely",80,"no",6540
"Stay",27,"male","divorced","research_development","laboratory_technician",1,3,2,"College","medical","travel_rarely",80,"no",3816
"Stay",28,"male","single","sales","sales_executive",2,3,4,"Master","life_sciences","travel_rarely",80,"no",5253
"Stay",49,"male","single","research_development","healthcare_representative",3,2,3,"Bachelor","other","travel_rarely",80,"no",10965
"Stay",51,"female","married","sales","sales_executive",2,3,4,"College","life_sciences","travel_rarely",80,"no",4936
"Stay",36,"female","married","research_development","research_scientist",1,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",2543
"Leave",34,"male","single","sales","sales_executive",2,4,4,"Bachelor","marketing","non_travel",80,"yes",5304
"Stay",55,"female","single","research_development","manager",4,3,4,"Bachelor","life_sciences","travel_rarely",80,"yes",16659
"Stay",24,"female","divorced","sales","sales_executive",2,3,3,"Master","marketing","travel_rarely",80,"yes",4260
"Stay",30,"male","married","sales","sales_representative",1,3,2,"Below College","technical_degree","travel_rarely",80,"no",2476
"Leave",26,"male","single","research_development","research_scientist",1,3,1,"Below College","technical_degree","travel_frequently",80,"no",3102
"Stay",22,"female","married","research_development","research_scientist",1,3,2,"Bachelor","medical","travel_rarely",80,"no",2244
"Stay",36,"male","married","sales","sales_executive",3,2,3,"College","medical","travel_rarely",80,"no",7596
"Leave",30,"male","single","research_development","research_scientist",1,3,4,"Bachelor","technical_degree","travel_frequently",80,"yes",2285
"Stay",37,"female","divorced","research_development","laboratory_technician",1,3,1,"Bachelor","life_sciences","travel_rarely",80,"no",3034
"Stay",40,"female","divorced","sales","sales_executive",2,3,2,"College","marketing","travel_rarely",80,"no",5715
"Stay",42,"female","divorced","research_development","laboratory_technician",1,3,1,"Master","life_sciences","travel_rarely",80,"no",2576
"Stay",37,"male","single","research_development","manufacturing_director",2,3,2,"Master","life_sciences","travel_rarely",80,"yes",4197
"Stay",43,"male","divorced","research_development","research_director",4,2,2,"Bachelor","life_sciences","travel_rarely",80,"no",14336
"Stay",40,"female","married","research_development","laboratory_technician",2,2,3,"Bachelor","medical","travel_rarely",80,"no",3448
"Stay",54,"male","married","research_development","research_director",5,3,1,"College","medical","travel_rarely",80,"no",19406
"Stay",34,"female","married","sales","sales_executive",2,3,3,"Master","marketing","non_travel",80,"no",6538
"Stay",31,"female","married","research_development","manufacturing_director",2,3,1,"College","medical","travel_rarely",80,"no",4306
"Stay",43,"male","married","research_development","laboratory_technician",1,3,4,"Bachelor","medical","travel_frequently",80,"no",2258
"Stay",43,"female","divorced","research_development","healthcare_representative",2,3,3,"Master","other","travel_rarely",80,"yes",4522
"Stay",25,"female","single","sales","sales_executive",2,2,4,"College","life_sciences","travel_rarely",80,"yes",4487
"Stay",37,"female","married","research_development","research_scientist",2,3,3,"Doctor","medical","non_travel",80,"yes",4449
"Stay",31,"male","married","research_development","laboratory_technician",1,2,1,"College","life_sciences","travel_rarely",80,"no",2218
"Stay",39,"male","divorced","research_development","manager",5,3,3,"Below College","life_sciences","travel_frequently",80,"yes",19197
"Stay",56,"female","married","sales","sales_executive",4,4,1,"Bachelor","life_sciences","travel_frequently",80,"no",13212
"Stay",30,"female","single","sales","sales_executive",2,3,3,"Bachelor","technical_degree","travel_rarely",80,"no",6577
"Stay",41,"male","married","sales","sales_executive",3,4,1,"Bachelor","marketing","travel_rarely",80,"no",8392
"Stay",28,"male","divorced","research_development","laboratory_technician",2,3,1,"College","medical","travel_rarely",80,"no",4558
"Leave",25,"male","married","research_development","laboratory_technician",1,3,1,"Bachelor","medical","travel_rarely",80,"no",4031
"Stay",52,"male","married","research_development","manufacturing_director",3,2,3,"Bachelor","medical","travel_rarely",80,"yes",7969
"Stay",45,"male","married","research_development","research_scientist",1,3,4,"College","life_sciences","travel_rarely",80,"no",2654
"Stay",52,"female","married","research_development","manager",4,3,4,"College","life_sciences","travel_rarely",80,"no",16555
"Stay",42,"female","divorced","research_development","research_scientist",2,3,3,"College","life_sciences","travel_frequently",80,"no",4556
"Stay",30,"female","single","research_development","manufacturing_director",2,1,4,"Bachelor","life_sciences","travel_rarely",80,"no",6091
"Stay",60,"female","married","research_development","manager",5,3,1,"Bachelor","life_sciences","travel_rarely",80,"no",19566
"Stay",46,"female","divorced","research_development","manufacturing_director",2,3,3,"Bachelor","medical","travel_rarely",80,"no",4810
"Stay",42,"female","married","research_development","healthcare_representative",2,2,4,"Master","technical_degree","travel_frequently",80,"no",4523
"Leave",24,"female","single","sales","sales_representative",1,3,2,"Below College","technical_degree","travel_rarely",80,"yes",3202
"Leave",34,"female","divorced","sales","sales_representative",1,1,3,"College","marketing","travel_frequently",80,"no",2351
"Stay",38,"male","married","research_development","laboratory_technician",1,3,4,"College","life_sciences","travel_frequently",80,"yes",1702
"Stay",40,"female","married","sales","manager",5,3,3,"Master","life_sciences","travel_rarely",80,"no",18041
"Stay",26,"female","divorced","research_development","research_scientist",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",2886
"Stay",30,"male","married","research_development","laboratory_technician",1,3,4,"Bachelor","life_sciences","non_travel",80,"no",2097
"Stay",29,"male","married","research_development","research_director",3,2,3,"Master","medical","travel_rarely",80,"no",11935
"Leave",29,"female","married","research_development","research_scientist",1,2,2,"Doctor","technical_degree","travel_rarely",80,"no",2546
"Leave",19,"male","single","human_resources","human_resources",1,2,4,"College","technical_degree","travel_rarely",80,"no",2564
"Stay",30,"female","married","sales","sales_executive",3,3,1,"Master","other","non_travel",80,"no",8412
"Stay",57,"male","divorced","sales","manager",4,2,4,"Bachelor","marketing","travel_rarely",80,"no",14118
"Stay",50,"male","married","research_development","manager",4,2,3,"Master","life_sciences","travel_rarely",80,"no",17046
"Stay",30,"female","single","research_development","laboratory_technician",1,3,4,"Bachelor","medical","non_travel",80,"no",2564
"Stay",60,"female","married","sales","sales_executive",3,2,1,"Bachelor","marketing","travel_frequently",80,"no",10266
"Stay",47,"female","divorced","research_development","manufacturing_director",2,3,4,"College","medical","travel_rarely",80,"no",5070
"Stay",46,"male","married","research_development","research_director",4,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",17861
"Stay",35,"male","single","research_development","laboratory_technician",1,1,3,"Bachelor","life_sciences","travel_rarely",80,"no",4230
"Stay",54,"female","single","research_development","laboratory_technician",2,3,3,"Master","life_sciences","travel_rarely",80,"no",3780
"Stay",34,"male","divorced","research_development","research_scientist",1,2,3,"Master","life_sciences","travel_rarely",80,"no",2768
"Stay",46,"female","married","sales","sales_executive",3,2,4,"Bachelor","marketing","travel_rarely",80,"yes",9071
"Stay",31,"male","divorced","research_development","manufacturing_director",3,3,2,"Below College","life_sciences","travel_rarely",80,"no",10648
"Leave",33,"male","married","research_development","manager",3,3,3,"Below College","medical","travel_rarely",80,"yes",13610
"Leave",33,"male","divorced","research_development","laboratory_technician",1,1,4,"Below College","medical","travel_rarely",80,"no",3408
"Stay",30,"male","single","sales","sales_representative",1,3,2,"Below College","marketing","travel_rarely",80,"no",2983
"Stay",35,"male","married","research_development","healthcare_representative",3,3,3,"Bachelor","life_sciences","travel_rarely",80,"yes",7632
"Leave",31,"male","married","research_development","healthcare_representative",3,3,3,"Bachelor","life_sciences","travel_frequently",80,"no",9824
"Leave",34,"female","divorced","human_resources","human_resources",3,3,1,"Bachelor","human_resources","travel_frequently",80,"yes",9950
"Stay",42,"male","married","research_development","laboratory_technician",1,3,3,"College","other","travel_frequently",80,"no",2093
"Stay",36,"male","single","sales","sales_executive",3,3,4,"Master","medical","non_travel",80,"no",9980
"Leave",22,"male","single","research_development","laboratory_technician",1,2,3,"Below College","technical_degree","travel_frequently",80,"no",3894
"Stay",48,"female","married","sales","sales_executive",2,3,4,"Doctor","marketing","travel_rarely",80,"no",4051
"Stay",55,"female","single","sales","manager",4,3,2,"Doctor","life_sciences","travel_rarely",80,"no",16835
"Stay",41,"male","single","sales","sales_executive",2,3,4,"College","life_sciences","non_travel",80,"no",6230
"Stay",35,"male","married","sales","sales_executive",2,3,3,"Bachelor","marketing","travel_rarely",80,"no",4717
"Stay",40,"female","single","research_development","manufacturing_director",4,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",13237
"Stay",39,"female","married","research_development","laboratory_technician",1,3,3,"Below College","life_sciences","travel_frequently",80,"no",3755
"Stay",31,"male","single","sales","sales_executive",2,3,4,"Below College","life_sciences","travel_rarely",80,"yes",6582
"Stay",42,"male","married","research_development","manufacturing_director",3,3,1,"Bachelor","medical","travel_rarely",80,"yes",7406
"Stay",45,"male","married","sales","sales_executive",2,3,2,"Bachelor","other","travel_rarely",80,"no",4805
"Leave",26,"female","divorced","human_resources","human_resources",1,3,3,"Master","life_sciences","travel_frequently",80,"yes",2741
"Stay",29,"male","divorced","research_development","manufacturing_director",2,3,4,"Bachelor","technical_degree","travel_rarely",80,"no",4262
"Stay",33,"female","divorced","research_development","research_director",4,4,3,"Doctor","medical","travel_rarely",80,"no",16184
"Stay",31,"male","divorced","sales","manager",3,2,4,"Bachelor","life_sciences","travel_rarely",80,"no",11557
"Leave",18,"male","single","sales","sales_representative",1,3,2,"Bachelor","marketing","travel_frequently",80,"yes",1878
"Stay",40,"male","divorced","sales","sales_executive",3,1,1,"Bachelor","other","non_travel",80,"no",10932
"Stay",41,"female","single","research_development","healthcare_representative",2,2,3,"Master","other","non_travel",80,"yes",6811
"Stay",26,"male","divorced","sales","sales_executive",2,3,3,"College","medical","travel_rarely",80,"no",4306
"Stay",35,"female","single","sales","sales_executive",2,3,3,"Bachelor","medical","travel_rarely",80,"no",4859
"Stay",34,"male","single","sales","sales_executive",2,4,4,"Master","life_sciences","travel_rarely",80,"no",5337
"Leave",26,"male","single","research_development","laboratory_technician",1,1,4,"Bachelor","technical_degree","travel_rarely",80,"yes",2340
"Stay",37,"female","single","research_development","manufacturing_director",3,3,4,"Bachelor","technical_degree","travel_rarely",80,"no",7491
"Stay",46,"female","married","research_development","healthcare_representative",3,3,3,"Below College","medical","travel_frequently",80,"no",10527
"Stay",41,"female","married","sales","manager",4,3,1,"Doctor","life_sciences","travel_rarely",80,"no",16595
"Stay",37,"male","divorced","sales","sales_executive",3,3,2,"Master","medical","non_travel",80,"no",8834
"Stay",52,"male","divorced","research_development","research_scientist",2,3,1,"College","technical_degree","travel_rarely",80,"yes",5577
"Leave",32,"male","married","sales","sales_executive",2,4,3,"Master","other","non_travel",80,"no",4707
"Stay",24,"male","married","sales","sales_representative",1,3,4,"Bachelor","medical","travel_frequently",80,"no",2400
"Stay",38,"female","married","research_development","healthcare_representative",2,3,3,"Bachelor","medical","travel_rarely",80,"no",9824
"Stay",37,"female","married","research_development","manufacturing_director",2,3,2,"Master","life_sciences","travel_rarely",80,"no",6447
"Stay",49,"male","divorced","research_development","research_director",5,2,3,"Master","life_sciences","travel_rarely",80,"yes",19502
"Stay",24,"male","married","research_development","research_scientist",1,4,4,"Bachelor","medical","travel_rarely",80,"yes",2725
"Stay",26,"male","married","sales","sales_executive",2,3,2,"College","marketing","travel_rarely",80,"no",6272
"Stay",24,"male","married","research_development","laboratory_technician",1,2,2,"College","other","travel_rarely",80,"no",2127
"Stay",50,"male","married","human_resources","manager",5,3,2,"Bachelor","medical","travel_frequently",80,"no",18200
"Stay",25,"male","married","sales","sales_representative",1,3,3,"Below College","medical","travel_rarely",80,"no",2096
"Leave",24,"female","married","research_development","laboratory_technician",1,3,3,"Bachelor","life_sciences","travel_frequently",80,"yes",2886
"Leave",30,"male","married","sales","sales_representative",1,2,1,"Master","life_sciences","travel_frequently",80,"no",2033
"Stay",34,"male","married","research_development","research_scientist",1,2,4,"College","life_sciences","travel_rarely",80,"yes",3622
"Leave",31,"male","divorced","sales","sales_executive",2,3,1,"Master","medical","travel_rarely",80,"no",4233
"Stay",35,"male","single","research_development","laboratory_technician",2,2,4,"College","other","travel_rarely",80,"no",3681
"Stay",31,"male","divorced","sales","sales_executive",2,4,4,"Master","medical","travel_rarely",80,"no",5460
"Stay",27,"female","divorced","research_development","research_scientist",1,2,3,"Master","medical","travel_rarely",80,"no",2187
"Stay",37,"male","married","sales","sales_executive",2,3,3,"Bachelor","marketing","travel_rarely",80,"yes",9602
"Stay",20,"female","single","research_development","research_scientist",1,2,2,"Bachelor","life_sciences","travel_rarely",80,"no",2836
"Stay",42,"female","married","research_development","healthcare_representative",2,3,4,"Master","life_sciences","travel_rarely",80,"no",4089
"Stay",43,"male","divorced","research_development","research_director",4,2,4,"Master","other","travel_rarely",80,"yes",16627
"Stay",38,"female","single","research_development","research_scientist",1,3,1,"Below College","life_sciences","travel_rarely",80,"no",2619
"Stay",43,"male","divorced","research_development","laboratory_technician",2,3,3,"Doctor","medical","travel_frequently",80,"yes",5679
"Stay",48,"female","married","research_development","manager",4,2,1,"Master","life_sciences","travel_rarely",80,"no",15402
"Stay",44,"female","single","human_resources","human_resources",2,2,3,"Master","life_sciences","travel_rarely",80,"no",5985
"Stay",34,"female","divorced","sales","sales_representative",1,3,3,"Bachelor","technical_degree","travel_rarely",80,"yes",2579
"Leave",27,"male","divorced","sales","sales_representative",1,3,1,"Below College","marketing","travel_rarely",80,"no",3041
"Stay",21,"male","single","sales","sales_representative",1,3,3,"Below College","technical_degree","travel_rarely",80,"no",3447
"Stay",44,"male","married","research_development","manager",5,3,4,"Master","other","travel_rarely",80,"yes",19513
"Stay",22,"male","married","research_development","research_scientist",1,3,3,"Below College","medical","travel_rarely",80,"no",2773
"Stay",33,"male","divorced","sales","sales_executive",2,3,3,"Master","marketing","travel_rarely",80,"no",7104
"Stay",32,"female","married","research_development","research_scientist",2,3,4,"Master","life_sciences","travel_rarely",80,"yes",6322
"Stay",30,"female","divorced","research_development","research_scientist",1,3,3,"Bachelor","medical","travel_frequently",80,"no",2083
"Stay",53,"female","single","sales","sales_executive",2,3,1,"Below College","medical","travel_rarely",80,"no",8381
"Stay",34,"male","married","research_development","research_scientist",1,3,4,"Doctor","life_sciences","travel_rarely",80,"no",2691
"Leave",45,"female","married","sales","sales_executive",2,3,1,"Master","life_sciences","travel_frequently",80,"no",4286
"Stay",26,"female","married","research_development","laboratory_technician",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"yes",2659
"Stay",37,"male","married","research_development","manufacturing_director",3,3,3,"Bachelor","other","travel_rarely",80,"no",9434
"Stay",29,"female","married","sales","sales_executive",2,3,3,"College","medical","travel_rarely",80,"no",5561
"Stay",35,"male","single","research_development","research_scientist",2,1,4,"Master","life_sciences","travel_rarely",80,"no",6646
"Stay",33,"male","divorced","research_development","healthcare_representative",2,3,4,"Bachelor","life_sciences","travel_frequently",80,"no",7725
"Stay",54,"male","married","human_resources","human_resources",3,3,2,"Master","medical","travel_rarely",80,"no",10725
"Stay",36,"male","divorced","research_development","manufacturing_director",2,2,2,"College","medical","travel_rarely",80,"yes",8847
"Stay",27,"male","single","research_development","research_scientist",1,2,4,"Master","medical","travel_rarely",80,"no",2045
"Leave",20,"male","single","research_development","research_scientist",1,3,3,"Below College","medical","travel_rarely",80,"yes",1009
"Leave",33,"male","single","research_development","research_scientist",1,3,1,"Bachelor","life_sciences","travel_frequently",80,"yes",3348
"Stay",35,"male","married","research_development","laboratory_technician",1,2,3,"Bachelor","life_sciences","non_travel",80,"no",1281
"Stay",23,"male","married","research_development","research_scientist",1,4,1,"Bachelor","medical","travel_rarely",80,"no",2819
"Stay",25,"male","married","sales","sales_executive",2,4,2,"Bachelor","life_sciences","travel_rarely",80,"no",4851
"Stay",38,"female","single","sales","sales_executive",2,2,4,"Master","marketing","travel_rarely",80,"no",4028
"Stay",29,"male","divorced","research_development","research_scientist",1,1,4,"Master","life_sciences","travel_frequently",80,"no",2720
"Stay",48,"male","married","sales","sales_executive",2,4,2,"Below College","marketing","travel_rarely",80,"no",8120
"Stay",27,"female","divorced","sales","sales_executive",2,4,4,"Below College","medical","travel_frequently",80,"yes",4647
"Stay",37,"male","single","research_development","research_scientist",1,4,4,"College","life_sciences","travel_rarely",80,"no",4680
"Stay",50,"male","married","research_development","laboratory_technician",1,4,3,"Below College","medical","travel_rarely",80,"yes",3221
"Stay",34,"female","single","research_development","healthcare_representative",3,2,2,"Bachelor","medical","travel_rarely",80,"no",8621
"Leave",24,"female","single","sales","sales_executive",2,3,3,"College","life_sciences","travel_rarely",80,"no",4577
"Stay",39,"female","single","research_development","healthcare_representative",2,2,3,"Master","technical_degree","travel_rarely",80,"no",4553
"Stay",32,"male","single","sales","sales_executive",2,3,4,"Bachelor","marketing","travel_rarely",80,"no",5396
"Leave",50,"male","married","sales","sales_executive",2,3,3,"College","technical_degree","travel_frequently",80,"yes",6796
"Stay",38,"female","single","research_development","healthcare_representative",2,4,4,"Master","life_sciences","travel_rarely",80,"no",7625
"Stay",27,"female","married","research_development","manufacturing_director",3,3,1,"College","life_sciences","travel_rarely",80,"no",7412
"Stay",32,"female","single","research_development","research_director",3,3,4,"College","life_sciences","travel_rarely",80,"no",11159
"Stay",47,"male","single","sales","sales_executive",2,3,1,"Master","marketing","travel_rarely",80,"no",4960
"Stay",40,"male","married","sales","sales_executive",3,2,1,"Master","life_sciences","travel_frequently",80,"yes",10475
"Stay",53,"male","married","research_development","research_director",4,4,3,"Bachelor","life_sciences","travel_rarely",80,"no",14814
"Stay",41,"male","divorced","human_resources","manager",5,2,4,"Master","human_resources","travel_rarely",80,"no",19141
"Stay",60,"male","single","sales","sales_executive",2,3,1,"Master","marketing","travel_rarely",80,"no",5405
"Stay",27,"male","divorced","research_development","manufacturing_director",3,3,1,"College","life_sciences","travel_frequently",80,"no",8793
"Stay",41,"male","married","human_resources","manager",5,2,3,"Bachelor","human_resources","travel_rarely",80,"no",19189
"Stay",50,"male","married","sales","sales_representative",1,3,2,"Master","marketing","travel_rarely",80,"no",3875
"Leave",28,"female","single","research_development","research_scientist",1,1,2,"College","life_sciences","travel_rarely",80,"yes",2216
"Stay",36,"female","married","research_development","research_director",3,4,1,"Bachelor","life_sciences","non_travel",80,"no",11713
"Stay",38,"female","single","research_development","manufacturing_director",3,3,3,"Bachelor","life_sciences","travel_rarely",80,"yes",7861
"Stay",44,"male","single","research_development","laboratory_technician",1,1,3,"Bachelor","medical","non_travel",80,"no",3708
"Stay",47,"female","divorced","sales","sales_executive",4,3,3,"Bachelor","medical","travel_frequently",80,"yes",13770
"Stay",30,"male","divorced","sales","sales_executive",2,3,4,"Doctor","marketing","travel_rarely",80,"no",5304
"Stay",29,"male","single","sales","sales_representative",1,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",2642
"Leave",42,"male","divorced","research_development","research_scientist",1,4,3,"Bachelor","medical","travel_frequently",80,"yes",2759
"Stay",43,"male","married","sales","sales_executive",2,2,4,"Bachelor","life_sciences","travel_frequently",80,"no",6804
"Stay",34,"female","single","research_development","healthcare_representative",2,3,3,"College","medical","travel_rarely",80,"no",6142
"Stay",23,"male","married","research_development","laboratory_technician",1,3,1,"Below College","medical","travel_rarely",80,"no",2500
"Stay",39,"female","married","human_resources","human_resources",2,4,2,"Bachelor","human_resources","travel_rarely",80,"no",6389
"Stay",56,"male","married","research_development","healthcare_representative",4,3,4,"Bachelor","medical","travel_rarely",80,"no",11103
"Stay",40,"female","single","research_development","research_scientist",1,2,4,"Below College","medical","travel_rarely",80,"yes",2342
"Stay",27,"female","single","research_development","healthcare_representative",2,2,1,"Bachelor","medical","travel_rarely",80,"no",6811
"Stay",29,"male","divorced","sales","sales_representative",1,3,2,"Bachelor","marketing","travel_rarely",80,"no",2297
"Stay",53,"male","single","research_development","laboratory_technician",2,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",2450
"Stay",35,"female","divorced","research_development","healthcare_representative",2,3,1,"Master","life_sciences","non_travel",80,"no",5093
"Stay",32,"male","married","research_development","laboratory_technician",2,3,4,"Master","life_sciences","travel_frequently",80,"no",5309
"Stay",38,"male","married","research_development","research_scientist",1,3,3,"Doctor","medical","travel_rarely",80,"yes",3057
"Stay",34,"female","divorced","research_development","manufacturing_director",2,3,1,"Doctor","life_sciences","travel_rarely",80,"no",5121
"Stay",52,"male","married","sales","manager",4,2,1,"Master","marketing","travel_rarely",80,"no",16856
"Leave",33,"male","single","research_development","research_scientist",1,3,4,"Master","other","travel_rarely",80,"yes",2686
"Stay",25,"female","single","sales","sales_executive",2,3,4,"Below College","medical","travel_rarely",80,"no",6180
"Stay",45,"male","single","sales","sales_representative",2,1,3,"College","technical_degree","travel_rarely",80,"no",6632
"Stay",23,"male","single","research_development","research_scientist",1,4,3,"Below College","medical","travel_rarely",80,"no",3505
"Leave",47,"female","single","sales","sales_executive",2,4,3,"College","life_sciences","travel_frequently",80,"yes",6397
"Stay",34,"male","single","sales","sales_executive",2,3,4,"Bachelor","other","travel_rarely",80,"no",6274
"Leave",55,"male","married","research_development","manager",5,3,1,"Bachelor","medical","travel_rarely",80,"yes",19859
"Stay",36,"male","single","sales","sales_executive",3,2,1,"Master","life_sciences","non_travel",80,"no",7587
"Stay",52,"male","married","research_development","research_scientist",1,3,4,"Master","medical","non_travel",80,"no",4258
"Stay",26,"female","divorced","research_development","laboratory_technician",1,1,4,"College","life_sciences","travel_frequently",80,"no",4364
"Stay",29,"female","married","research_development","healthcare_representative",2,3,3,"Bachelor","medical","travel_rarely",80,"no",4335
"Leave",26,"male","single","sales","sales_executive",2,2,1,"Bachelor","technical_degree","travel_rarely",80,"no",5326
"Stay",34,"female","single","research_development","research_scientist",1,4,4,"Master","life_sciences","travel_rarely",80,"no",3280
"Stay",54,"female","divorced","research_development","manufacturing_director",2,3,1,"Master","medical","travel_rarely",80,"yes",5485
"Stay",27,"male","married","sales","sales_executive",2,3,4,"Below College","marketing","travel_frequently",80,"no",4342
"Stay",37,"female","divorced","research_development","research_scientist",1,3,1,"Below College","life_sciences","travel_rarely",80,"yes",2782
"Stay",38,"female","single","research_development","manufacturing_director",2,4,1,"Master","life_sciences","travel_frequently",80,"yes",5980
"Stay",34,"female","single","research_development","research_scientist",1,2,1,"Master","medical","travel_rarely",80,"no",4381
"Stay",35,"female","married","sales","sales_representative",1,3,4,"Master","life_sciences","travel_rarely",80,"no",2572
"Stay",30,"male","married","research_development","laboratory_technician",1,1,3,"Bachelor","life_sciences","travel_rarely",80,"no",3833
"Stay",40,"female","married","research_development","healthcare_representative",2,4,2,"College","medical","travel_frequently",80,"no",4244
"Stay",34,"female","married","sales","sales_executive",2,3,1,"College","life_sciences","travel_rarely",80,"no",6500
"Stay",42,"male","divorced","research_development","manager",5,3,4,"Bachelor","life_sciences","travel_frequently",80,"no",18430
"Leave",23,"male","married","research_development","laboratory_technician",1,4,1,"Bachelor","life_sciences","travel_rarely",80,"yes",1601
"Stay",24,"male","divorced","research_development","laboratory_technician",1,2,2,"Bachelor","life_sciences","non_travel",80,"no",2694
"Stay",52,"female","married","research_development","laboratory_technician",2,3,3,"Master","life_sciences","travel_rarely",80,"no",3149
"Stay",50,"male","married","research_development","research_director",4,3,3,"Bachelor","medical","travel_rarely",80,"no",17639
"Leave",29,"female","married","research_development","laboratory_technician",1,2,1,"College","life_sciences","travel_rarely",80,"yes",2319
"Stay",33,"male","married","research_development","research_director",3,3,3,"Bachelor","medical","travel_rarely",80,"no",11691
"Leave",33,"female","single","sales","sales_executive",2,3,1,"Bachelor","marketing","travel_rarely",80,"no",5324
"Stay",47,"female","married","research_development","manager",4,3,4,"College","other","travel_rarely",80,"yes",16752
"Stay",36,"female","married","research_development","manufacturing_director",2,3,2,"Bachelor","other","travel_rarely",80,"no",5228
"Stay",29,"male","married","research_development","research_scientist",1,4,3,"College","life_sciences","travel_rarely",80,"no",2700
"Leave",58,"male","single","research_development","research_director",5,3,2,"Master","life_sciences","travel_rarely",80,"yes",19246
"Stay",35,"female","single","research_development","research_scientist",1,4,3,"Master","life_sciences","travel_rarely",80,"no",2506
"Stay",42,"female","married","research_development","manufacturing_director",2,2,4,"College","life_sciences","travel_rarely",80,"yes",6062
"Leave",28,"male","single","research_development","research_scientist",1,3,3,"Master","medical","travel_rarely",80,"no",4382
"Stay",36,"male","married","human_resources","human_resources",1,3,2,"Bachelor","human_resources","travel_rarely",80,"no",2143
"Stay",32,"female","married","research_development","manufacturing_director",2,2,3,"Bachelor","life_sciences","travel_rarely",80,"no",6162
"Stay",40,"male","single","research_development","laboratory_technician",2,2,3,"Master","medical","travel_frequently",80,"no",5094
"Stay",30,"female","single","research_development","manufacturing_director",2,2,4,"Bachelor","medical","travel_rarely",80,"yes",6877
"Stay",45,"female","single","research_development","research_scientist",1,2,3,"Bachelor","life_sciences","travel_rarely",80,"no",2274
"Stay",42,"male","married","research_development","manufacturing_director",2,3,2,"Bachelor","life_sciences","travel_rarely",80,"no",4434
"Stay",38,"male","divorced","research_development","healthcare_representative",2,2,1,"Bachelor","life_sciences","travel_frequently",80,"no",6288
"Stay",34,"female","single","research_development","research_scientist",1,2,4,"Master","life_sciences","travel_frequently",80,"no",2553
"Leave",49,"female","married","sales","sales_executive",3,3,4,"Bachelor","marketing","travel_rarely",80,"no",7654
"Leave",55,"male","single","sales","sales_executive",2,3,4,"Below College","medical","travel_rarely",80,"no",5160
"Stay",43,"male","married","research_development","research_director",4,3,1,"College","life_sciences","travel_rarely",80,"no",17159
"Stay",27,"male","divorced","research_development","research_director",3,2,4,"Below College","technical_degree","travel_rarely",80,"yes",12808
"Stay",35,"male","single","research_development","manufacturing_director",3,3,3,"Bachelor","other","travel_rarely",80,"no",10221
"Stay",28,"female","married","sales","sales_executive",2,3,2,"Master","marketing","travel_rarely",80,"yes",4779
